,Unnamed: 0,Sort ,State,FIPS ,County ,CountySeat(s) ,Population(2010),LandAreakm2 ,LandAreami2 ,WaterAreakm2 ,WaterAreami2 ,TotalAreakm2 ,TotalAreami2 ,Latitude ,Longitude,Hover,NEVER MASK,max_risk
1724,1724,1725,NE,31141,Platte,Columbus,32237,1745.806,674.059,27.272,10.530,1773.078,684.5889999999999,41.576865999999995,-97.513467,"Platte<br>Every 10,000 People 440.0 Not using Mask<br>Max of 3.0 People can get Infected",440.0,3.0
1725,1725,1726,NE,31143,Polk,Osceola,5406,1135.308,438.345,5.949,2.297,1141.257,440.642,41.187925,-97.570663,"Polk<br>Every 10,000 People 290.0 Not using Mask<br>Max of 0.0 People can get Infected",290.0,0.0
1726,1726,1727,NE,31145,Red Willow,McCook,11055,1856.984,716.985,2.643,1.021,1859.6270000000002,718.0060000000001,40.16942,-100.468576,"Red Willow<br>Every 10,000 People 1020.0 Not using Mask<br>Max of 0.0 People can get Infected",1020.0,0.0
1727,1727,1728,NE,31147,Richardson,Falls City,8363,1429.259,551.84,7.078,2.733,1436.336,554.573,40.123743,-95.718603,"Richardson<br>Every 10,000 People 980.0 Not using Mask<br>Max of 2.0 People can get Infected",980.0,2.0
1728,1728,1729,NE,31149,Rock,Bassett,1526,2611.532,1008.318,8.808,3.401,2620.34,1011.7189999999999,42.413325,-99.45853000000001,"Rock<br>Every 10,000 People 1300.0 Not using Mask<br>Max of 0.0 People can get Infected",1300.0,0.0
1729,1729,1730,NE,31151,Saline,Wilber,14200,1486.6989999999998,574.018,5.935,2.291,1492.6329999999998,576.309,40.516802,-97.131755,"Saline<br>Every 10,000 People 210.0 Not using Mask<br>Max of 2.0 People can get Infected",210.0,2.0
1730,1730,1731,NE,31153,Sarpy,Papillion,158840,618.982,238.99,22.100,8.533,641.082,247.523,41.115064000000004,-96.109125,"Sarpy<br>Every 10,000 People 940.0 Not using Mask<br>Max of 36.0 People can get Infected",940.0,36.0
1731,1731,1732,NE,31155,Saunders,Wahoo,20780,1943.0970000000002,750.2339999999999,24.828,9.586,1967.924,759.82,41.223152,-96.640923,"Saunders<br>Every 10,000 People 1080.0 Not using Mask<br>Max of 0.0 People can get Infected",1080.0,0.0
1732,1732,1733,NE,31157,Scotts Bluff,Gering,36970,1915.039,739.4010000000001,15.438,5.961,1930.477,745.362,41.851589000000004,-103.70586,"Scotts Bluff<br>Every 10,000 People 2560.0 Not using Mask<br>Max of 5.0 People can get Infected",2560.0,5.0
1733,1733,1734,NE,31159,Seward,Seward,16750,1479.99,571.428,11.548,4.459,1491.5379999999998,575.887,40.871944,-97.140383,"Seward<br>Every 10,000 People 280.0 Not using Mask<br>Max of 2.0 People can get Infected",280.0,2.0
1734,1734,1735,NE,31161,Sheridan,Rushville,5469,6321.804,2440.862,74.942,28.935,6396.745,2469.797,42.507073999999996,-102.389698,"Sheridan<br>Every 10,000 People 2480.0 Not using Mask<br>Max of 0.0 People can get Infected",2480.0,0.0
1735,1735,1736,NE,31163,Sherman,Loup City,3152,1465.489,565.828,15.062,5.816,1480.5510000000002,571.644,41.218742999999996,-98.972849,"Sherman<br>Every 10,000 People 930.0 Not using Mask<br>Max of 0.0 People can get Infected",930.0,0.0
1736,1736,1737,NE,31165,Sioux,Harrison,1311,5352.831999999999,2066.74,1.873,0.723,5354.705,2067.4629999999997,42.483806,-103.74260500000001,"Sioux<br>Every 10,000 People 2410.0 Not using Mask<br>Max of 0.0 People can get Infected",2410.0,0.0
1737,1737,1738,NE,31167,Stanton,Stanton,6129,1108.382,427.949,7.909,3.054,1116.29,431.00300000000004,41.904793,-97.174724,"Stanton<br>Every 10,000 People 2650.0 Not using Mask<br>Max of 0.0 People can get Infected",2650.0,0.0
1738,1738,1739,NE,31169,Thayer,Hebron,5228,1486.1529999999998,573.807,3.025,1.168,1489.1789999999999,574.975,40.173845,-97.59626300000001,"Thayer<br>Every 10,000 People 1850.0 Not using Mask<br>Max of 0.0 People can get Infected",1850.0,0.0
1739,1739,1740,NE,31171,Thomas,Thedford,647,1847.273,713.2360000000001,2.028,0.783,1849.3010000000002,714.0189999999999,41.848620000000004,-100.506911,"Thomas<br>Every 10,000 People 1520.0 Not using Mask<br>Max of 2.0 People can get Infected",1520.0,2.0
1740,1740,1741,NE,31173,Thurston,Pender,6940,1019.377,393.584,6.459,2.494,1025.836,396.07800000000003,42.154061,-96.53394300000001,"Thurston<br>Every 10,000 People 1230.0 Not using Mask<br>Max of 3.0 People can get Infected",1230.0,3.0
1741,1741,1742,NE,31175,Valley,Ord,4260,1471.237,568.048,6.243,2.410,1477.48,570.4580000000001,41.564094,-98.98348399999999,"Valley<br>Every 10,000 People 1350.0 Not using Mask<br>Max of 2.0 People can get Infected",1350.0,2.0
1742,1742,1743,NE,31177,Washington,Blair,20234,1009.9860000000001,389.958,8.388,3.239,1018.3739999999999,393.19699999999995,41.533978999999995,-96.224574,"Washington<br>Every 10,000 People 860.0 Not using Mask<br>Max of 0.0 People can get Infected",860.0,0.0
1743,1743,1744,NE,31179,Wayne,Wayne,9595,1147.144,442.915,1.088,0.420,1148.232,443.335,42.210746,-97.126243,"Wayne<br>Every 10,000 People 2450.0 Not using Mask<br>Max of 0.0 People can get Infected",2450.0,0.0
1744,1744,1745,NE,31181,Webster,Red Cloud,3812,1489.0179999999998,574.913,0.337,0.130,1489.355,575.043,40.180646,-98.49859000000001,"Webster<br>Every 10,000 People 910.0 Not using Mask<br>Max of 0.0 People can get Infected",910.0,0.0
1745,1745,1746,NE,31183,Wheeler,Bartlett,818,1489.715,575.182,1.059,0.409,1490.775,575.591,41.937859,-98.522289,"Wheeler<br>Every 10,000 People 1620.0 Not using Mask<br>Max of 0.0 People can get Infected",1620.0,0.0
1746,1746,1747,NE,31185,York,York,13665,1482.793,572.51,8.596,3.319,1491.389,575.8290000000001,40.873056,-97.596742,"York<br>Every 10,000 People 440.0 Not using Mask<br>Max of 2.0 People can get Infected",440.0,2.0
1747,1747,1748,NV,32001,Churchill,Fallon,24877,12769.826000000001,4930.458,242.422,93.600,13012.248,5024.058,39.525701,-118.27041899999999,"Churchill<br>Every 10,000 People 220.0 Not using Mask<br>Max of 0.0 People can get Infected",220.0,0.0
1748,1748,1749,NV,32003,Clark,Las Vegas,1951269,20438.711,7891.431,438.695,169.381,20877.406000000003,8060.812,36.214236,-115.013819,"Clark<br>Every 10,000 People 270.0 Not using Mask<br>Max of 577.0 People can get Infected",270.0,577.0
1749,1749,1750,NV,32005,Douglas,Minden,46997,1838.164,709.7189999999999,72.318,27.922,1910.4820000000002,737.6410000000001,38.905128999999995,-119.60901899999999,"Douglas<br>Every 10,000 People 290.0 Not using Mask<br>Max of 0.0 People can get Infected",290.0,0.0
1750,1750,1751,NV,32007,Elko,Elko,48818,44469.663,17169.834,85.759,33.112,44555.422,17202.946,41.141133,-115.351424,"Elko<br>Every 10,000 People 210.0 Not using Mask<br>Max of 68.0 People can get Infected",210.0,68.0
1751,1751,1752,NV,32009,Esmeralda,Goldfield,783,9277.017,3581.8759999999997,18.552,7.163,9295.569,3589.039,37.778966,-117.632382,"Esmeralda<br>Every 10,000 People 860.0 Not using Mask<br>Max of nan People can get Infected",860.0,
1752,1752,1753,NV,32011,Eureka,Eureka,1987,10814.971000000001,4175.684,11.083,4.279,10826.053999999998,4179.963,39.977788000000004,-116.272208,"Eureka<br>Every 10,000 People 20.0 Not using Mask<br>Max of 2.0 People can get Infected",20.0,2.0
1753,1753,1754,NV,32013,Humboldt,Winnemucca,16528,24969.444,9640.757,44.197,17.065,25013.641,9657.822,41.407914,-118.12759199999999,"Humboldt<br>Every 10,000 People 80.0 Not using Mask<br>Max of 0.0 People can get Infected",80.0,0.0
1754,1754,1755,NV,32015,Lander,Battle Mountain,5775,14219.306,5490.105,76.103,29.384,14295.409,5519.4890000000005,39.900211,-117.04723999999999,"Lander<br>Every 10,000 People 40.0 Not using Mask<br>Max of 5.0 People can get Infected",40.0,5.0
1755,1755,1756,NV,32017,Lincoln,Pioche,5345,27539.866,10633.202,9.803,3.785,27549.668999999998,10636.987,37.634605,-114.863037,"Lincoln<br>Every 10,000 People 480.0 Not using Mask<br>Max of 0.0 People can get Infected",480.0,0.0
1756,1756,1757,NV,32019,Lyon,Yerington,51980,5183.049,2001.1870000000001,59.603,23.013,5242.652,2024.2,39.022214,-119.19741699999999,"Lyon<br>Every 10,000 People 370.0 Not using Mask<br>Max of 0.0 People can get Infected",370.0,0.0
1757,1757,1758,NV,32021,Mineral,Hawthorne,4772,9719.821,3752.844,155.747,60.134,9875.568000000001,3812.978,38.516647,-118.416279,"Mineral<br>Every 10,000 People 220.0 Not using Mask<br>Max of 0.0 People can get Infected",220.0,0.0
1758,1758,1759,NV,32023,Nye,Tonopah,43946,47090.96599999999,18181.924,43.209,16.683,47134.175,18198.607,37.966378999999996,-116.459047,"Nye<br>Every 10,000 People 610.0 Not using Mask<br>Max of 2.0 People can get Infected",610.0,2.0
1759,1759,1760,NV,32027,Pershing,Lovelock,6753,15634.627,6036.563,79.934,30.863,15714.561000000002,6067.4259999999995,40.439639,-118.409477,"Pershing<br>Every 10,000 People 100.0 Not using Mask<br>Max of 2.0 People can get Infected",100.0,2.0
1760,1760,1761,NV,32029,Storey,Virginia City,4010,680.961,262.92,1.872,0.723,682.8330000000001,263.643,39.438385,-119.52464599999999,"Storey<br>Every 10,000 People 150.0 Not using Mask<br>Max of 0.0 People can get Infected",150.0,0.0
1761,1761,1762,NV,32031,Washoe,Reno,421407,16323.052,6302.366,621.198,239.846,16944.25,6542.2119999999995,40.703311,-119.710315,"Washoe<br>Every 10,000 People 240.0 Not using Mask<br>Max of 95.0 People can get Infected",240.0,95.0
1762,1762,1763,NV,32033,White Pine,Ely,10030,22987.821,8875.648000000001,54.679,21.112,23042.499,8896.76,39.417804,-114.900945,"White Pine<br>Every 10,000 People 590.0 Not using Mask<br>Max of 2.0 People can get Infected",590.0,2.0
1763,1763,1764,NV,32510,Carson City ,—,55274,374.673,144.662,32.587,12.582,407.26,157.244,39.153447,-119.74344199999999,"Carson City <br>Every 10,000 People 230.0 Not using Mask<br>Max of 0.0 People can get Infected",230.0,0.0
1764,1764,1765,NH,33001,Belknap,Laconia,60088,1036.596,400.23199999999997,177.025,68.350,1213.621,468.582,43.519109,-71.425366,"Belknap<br>Every 10,000 People 1140.0 Not using Mask<br>Max of 0.0 People can get Infected",1140.0,0.0
1765,1765,1766,NH,33003,Carroll,Ossipee,47818,2411.437,931.061,158.956,61.373,2570.393,992.434,43.867567,-71.201665,"Carroll<br>Every 10,000 People 880.0 Not using Mask<br>Max of 2.0 People can get Infected",880.0,2.0
1766,1766,1767,NH,33005,Cheshire,Keene,77117,1830.2420000000002,706.66,58.115,22.439,1888.3570000000002,729.0989999999999,42.925455,-72.24821700000001,"Cheshire<br>Every 10,000 People 200.0 Not using Mask<br>Max of 2.0 People can get Infected",200.0,2.0
1767,1767,1768,NH,33007,Coos,Lancaster,33055,4648.213,1794.685,90.778,35.049,4738.99,1829.734,44.652419,-71.289383,"Coos<br>Every 10,000 People 170.0 Not using Mask<br>Max of 2.0 People can get Infected",170.0,2.0
1768,1768,1769,NH,33009,Grafton,Woodsville,89118,4425.641,1708.749,105.662,40.796,4531.303,1749.545,43.926488,-71.842264,"Grafton<br>Every 10,000 People 390.0 Not using Mask<br>Max of 2.0 People can get Infected",390.0,2.0
1769,1769,1770,NH,33011,Hillsborough,"Manchester, Nashua",400721,2269.189,876.1389999999999,41.637,16.076,2310.825,892.215,42.911643,-71.723101,"Hillsborough<br>Every 10,000 People 300.0 Not using Mask<br>Max of 9.0 People can get Infected",300.0,9.0
1770,1770,1771,NH,33013,Merrimack,Concord,146445,2419.35,934.1160000000001,57.836,22.331,2477.186,956.447,43.299485,-71.68013,"Merrimack<br>Every 10,000 People 850.0 Not using Mask<br>Max of 0.0 People can get Infected",850.0,0.0
1771,1771,1772,NH,33015,Rockingham,Brentwood,295223,1799.317,694.72,260.008,100.390,2059.325,795.11,42.98936,-71.099437,"Rockingham<br>Every 10,000 People 180.0 Not using Mask<br>Max of 12.0 People can get Infected",180.0,12.0
1772,1772,1773,NH,33017,Strafford,Dover,123143,955.6410000000001,368.975,38.919,15.027,994.559,384.00199999999995,43.293177,-71.035927,"Strafford<br>Every 10,000 People 800.0 Not using Mask<br>Max of 8.0 People can get Infected",800.0,8.0
1773,1773,1774,NH,33019,Sullivan,Newport,43742,1391.635,537.313,38.022,14.681,1429.658,551.994,43.361188,-72.222084,"Sullivan<br>Every 10,000 People 600.0 Not using Mask<br>Max of 0.0 People can get Infected",600.0,0.0
1774,1774,1775,NJ,34001,Atlantic,Mays Landing,274549,1439.2679999999998,555.7040000000001,300.755,116.122,1740.023,671.826,39.469353999999996,-74.633758,"Atlantic<br>Every 10,000 People 190.0 Not using Mask<br>Max of 9.0 People can get Infected",190.0,9.0
1775,1775,1776,NJ,34003,Bergen,Hackensack,905116,603.49,233.00900000000001,35.385,13.662,638.875,246.671,40.95909,-74.074522,"Bergen<br>Every 10,000 People 200.0 Not using Mask<br>Max of 44.0 People can get Infected",200.0,44.0
1776,1776,1777,NJ,34005,Burlington,Mount Holly Township,448734,2068.303,798.576,55.069,21.262,2123.3720000000003,819.8380000000001,39.875786,-74.66300600000001,"Burlington<br>Every 10,000 People 230.0 Not using Mask<br>Max of 34.0 People can get Infected",230.0,34.0
1777,1777,1778,NJ,34007,Camden,Camden,513657,573.068,221.263,15.617,6.030,588.685,227.293,39.802352,-74.961251,"Camden<br>Every 10,000 People 280.0 Not using Mask<br>Max of 51.0 People can get Infected",280.0,51.0
1778,1778,1779,NJ,34009,Cape May,Cape May Court House,97265,651.187,251.425,955.684,368.992,1606.871,620.4169999999999,39.086143,-74.847716,"Cape May<br>Every 10,000 People 130.0 Not using Mask<br>Max of 12.0 People can get Infected",130.0,12.0
1779,1779,1780,NJ,34011,Cumberland,Bridgeton,156898,1252.7839999999999,483.70300000000003,502.246,193.918,1755.03,677.6210000000001,39.328387,-75.12164399999999,"Cumberland<br>Every 10,000 People 320.0 Not using Mask<br>Max of 12.0 People can get Infected",320.0,12.0
1780,1780,1781,NJ,34013,Essex,Newark,783969,326.888,126.212,8.854,3.419,335.74199999999996,129.631,40.787217,-74.24613599999999,"Essex<br>Every 10,000 People 350.0 Not using Mask<br>Max of 87.0 People can get Infected",350.0,87.0
1781,1781,1782,NJ,34015,Gloucester,Woodbury,288288,833.99,322.005,39.296,15.172,873.2860000000001,337.17699999999996,39.721019,-75.14370799999999,"Gloucester<br>Every 10,000 People 470.0 Not using Mask<br>Max of 48.0 People can get Infected",470.0,48.0
1782,1782,1783,NJ,34017,Hudson,Jersey City,634266,119.634,46.191,41.756,16.122,161.39,62.313,40.731384000000006,-74.078627,"Hudson<br>Every 10,000 People 220.0 Not using Mask<br>Max of 33.0 People can get Infected",220.0,33.0
1783,1783,1784,NJ,34019,Hunterdon,Flemington,128349,1108.046,427.819,24.911,9.618,1132.9569999999999,437.43699999999995,40.565283,-74.91197,"Hunterdon<br>Every 10,000 People 70.0 Not using Mask<br>Max of 3.0 People can get Infected",70.0,3.0
1784,1784,1785,NJ,34021,Mercer,Trenton,366513,581.601,224.55700000000002,11.218,4.331,592.819,228.888,40.282503000000005,-74.703724,"Mercer<br>Every 10,000 People 170.0 Not using Mask<br>Max of 30.0 People can get Infected",170.0,30.0
1785,1785,1786,NJ,34023,Middlesex,New Brunswick,809858,800.0830000000001,308.914,36.034,13.913,836.118,322.827,40.439593,-74.407585,"Middlesex<br>Every 10,000 People 200.0 Not using Mask<br>Max of 37.0 People can get Infected",200.0,37.0
1786,1786,1787,NJ,34025,Monmouth,Freehold Borough,630380,1214.167,468.793,509.002,196.527,1723.1689999999999,665.32,40.287056,-74.152446,"Monmouth<br>Every 10,000 People 100.0 Not using Mask<br>Max of 69.0 People can get Infected",100.0,69.0
1787,1787,1788,NJ,34027,Morris,Morristown,492276,1191.8519999999999,460.17699999999996,55.550,21.448,1247.403,481.625,40.858581,-74.547427,"Morris<br>Every 10,000 People 230.0 Not using Mask<br>Max of 37.0 People can get Infected",230.0,37.0
1788,1788,1789,NJ,34029,Ocean,Toms River,576567,1628.535,628.781,742.342,286.620,2370.877,915.4010000000001,39.86585,-74.26302700000001,"Ocean<br>Every 10,000 People 120.0 Not using Mask<br>Max of 83.0 People can get Infected",120.0,83.0
1789,1789,1790,NJ,34031,Passaic,Paterson,501226,478.093,184.593,32.407,12.512,510.5,197.105,41.033763,-74.300308,"Passaic<br>Every 10,000 People 290.0 Not using Mask<br>Max of 47.0 People can get Infected",290.0,47.0
1790,1790,1791,NJ,34033,Salem,Salem,66083,859.6139999999999,331.899,104.713,40.430,964.327,372.329,39.573828000000006,-75.35735600000001,"Salem<br>Every 10,000 People 410.0 Not using Mask<br>Max of 6.0 People can get Infected",410.0,6.0
1791,1791,1792,NJ,34035,Somerset,Somerville,323444,781.693,301.813,7.883,3.044,789.576,304.857,40.565521999999994,-74.61993000000001,"Somerset<br>Every 10,000 People 160.0 Not using Mask<br>Max of 14.0 People can get Infected",160.0,14.0
1792,1792,1793,NJ,34037,Sussex,Newton,149265,1344.239,519.014,43.327,16.729,1387.567,535.743,41.137423999999996,-74.691855,"Sussex<br>Every 10,000 People 200.0 Not using Mask<br>Max of 2.0 People can get Infected",200.0,2.0
1793,1793,1794,NJ,34039,Union,Elizabeth,536499,266.393,102.855,6.595,2.546,272.988,105.40100000000001,40.659871,-74.308696,"Union<br>Every 10,000 People 120.0 Not using Mask<br>Max of 41.0 People can get Infected",120.0,41.0
1794,1794,1795,NJ,34041,Warren,Belvidere,108692,924.4119999999999,356.918,15.384,5.940,939.796,362.858,40.853524,-75.00954200000001,"Warren<br>Every 10,000 People 350.0 Not using Mask<br>Max of 0.0 People can get Infected",350.0,0.0
1795,1795,1796,NM,35001,Bernalillo,Albuquerque,662564,3006.531,1160.828,16.471,6.360,3023.002,1167.188,35.054002000000004,-106.66906499999999,"Bernalillo<br>Every 10,000 People 360.0 Not using Mask<br>Max of 25.0 People can get Infected",360.0,25.0
1796,1796,1797,NM,35003,Catron,Reserve,3725,17932.273999999998,6923.69,14.194,5.481,17946.468,6929.170999999999,33.901814,-108.39209699999999,"Catron<br>Every 10,000 People 540.0 Not using Mask<br>Max of 0.0 People can get Infected",540.0,0.0
1797,1797,1798,NM,35005,Chaves,Roswell,65645,15708.989,6065.275,25.507,9.848,15734.496000000001,6075.1230000000005,33.361605,-104.469837,"Chaves<br>Every 10,000 People 740.0 Not using Mask<br>Max of 26.0 People can get Infected",740.0,26.0
1798,1798,1799,NM,35006,Cibola,Grants,27213,11757.198999999999,4539.48,5.830,2.251,11763.028999999999,4541.731,34.93205,-108.00025500000001,"Cibola<br>Every 10,000 People 30.0 Not using Mask<br>Max of 0.0 People can get Infected",30.0,0.0
1799,1799,1800,NM,35007,Colfax,Raton,13750,9733.329,3758.06,26.319,10.162,9759.648000000001,3768.222,36.612963,-104.640126,"Colfax<br>Every 10,000 People 410.0 Not using Mask<br>Max of 2.0 People can get Infected",410.0,2.0
1800,1800,1801,NM,35009,Curry,Clovis,48376,3638.407,1404.797,8.174,3.156,3646.5809999999997,1407.953,34.572984000000005,-103.346055,"Curry<br>Every 10,000 People 110.0 Not using Mask<br>Max of 14.0 People can get Infected",110.0,14.0
1801,1801,1802,NM,35011,De Baca,Fort Sumner,2022,6015.566999999999,2322.623,29.160,11.259,6044.726,2333.882,34.351428999999996,-104.401527,"De Baca<br>Every 10,000 People 360.0 Not using Mask<br>Max of nan People can get Infected",360.0,
1802,1802,1803,NM,35013,Dona Ana,Las Cruces,209233,9861.409,3807.511,17.790,6.869,9879.198,3814.38,32.350912,-106.832182,"Dona Ana<br>Every 10,000 People 110.0 Not using Mask<br>Max of 20.0 People can get Infected",110.0,20.0
1803,1803,1804,NM,35015,Eddy,Carlsbad,53829,10815.079,4175.726,56.453,21.796,10871.532,4197.522,32.457858,-104.306471,"Eddy<br>Every 10,000 People 2000.0 Not using Mask<br>Max of 19.0 People can get Infected",2000.0,19.0
1804,1804,1805,NM,35017,Grant,Silver City,29514,10260.562,3961.625,15.350,5.926,10275.911,3967.551,32.732087,-108.381504,"Grant<br>Every 10,000 People 430.0 Not using Mask<br>Max of 0.0 People can get Infected",430.0,0.0
1805,1805,1806,NM,35019,Guadalupe,Santa Rosa,4687,7848.911999999999,3030.482,2.888,1.115,7851.8,3031.597,34.869782,-104.784968,"Guadalupe<br>Every 10,000 People 140.0 Not using Mask<br>Max of 0.0 People can get Infected",140.0,0.0
1806,1806,1807,NM,35021,Harding,Mosquero,695,5504.869000000001,2125.442,1.154,0.446,5506.023,2125.888,35.863152,-103.829931,"Harding<br>Every 10,000 People 570.0 Not using Mask<br>Max of 0.0 People can get Infected",570.0,0.0
1807,1807,1808,NM,35023,Hidalgo,Lordsburg,4894,8901.43,3436.861,23.652,9.132,8925.082,3445.993,31.899658000000002,-108.745729,"Hidalgo<br>Every 10,000 People 560.0 Not using Mask<br>Max of 0.0 People can get Infected",560.0,0.0
